Number,Frequency,Species,genus_species,timetree_species,taxon_id,manual_taxon_id,taxon_id_final,genus,domain,kingdom,phylum_division,class,time_to_common_ancestor_with_humans,num_swissprot_seqs,num_trembl_seqs,uniref100_count,uniref90_count,uniref50_count,time to ancestor Homo sapiens,time to ancestor Mus musculus,time to ancestor Arabidopsis thaliana,time to ancestor Rattus norvegicus,time to ancestor Saccharomyces cerevisiae,time to ancestor Bos taurus,time to ancestor Schizosaccharomyces pombe,time to ancestor Caenorhabditis elegans,time to ancestor Bacillus subtilis,time to ancestor Oryza sativa,time to ancestor Dictyostelium discoideum,time to ancestor Drosophila melanogaster,time to ancestor Danio rerio,time to ancestor Gallus gallus,time to ancestor Mycobacterium tuberculosis,time to ancestor Pongo abelii,time to ancestor Salmonella,time to ancestor Methanocaldococcus jannaschii,time to ancestor Xenopus tropicalis,time to ancestor Haemophilus influenzae,time to ancestor Escherichia coli,time to ancestor Sus scrofa,time to ancestor Macaca fascicularis,time to ancestor Candida albicans,time to ancestor Synechocystis,time to ancestor Archaeoglobus fulgidus,time to ancestor Emericella nidulans,time to ancestor Vibrio cholerae,time to ancestor Staphylococcus aureus,time to ancestor Ashbya,time to ancestor Kluyveromyces lactis,time to ancestor Acanthamoeba polyphaga,time to ancestor Oryctolagus cuniculus,time to ancestor Aspergillus fumigatus,time to ancestor Rhizobium meliloti,time to ancestor Neurospora crassa,time to ancestor Canis lupus,time to ancestor Zea mays,time to ancestor Toxoplasma gondii,time to ancestor Plasmodium falciparum,time to ancestor Anopheles gambiae,time to ancestor Monodelphis domestica,time to ancestor Gorilla gorilla,time to ancestor Chlamydomonas reinhardtii,time to ancestor Ambystoma mexicanum,time to ancestor Schmidtea mediterranea,time to ancestor Apis mellifera,time to ancestor Streptomyces coelicolor,time to ancestor Pectobacterium atrosepticum,time to ancestor Aquifex aeolicus,time to ancestor Pasteurella multocida,time to ancestor Shigella flexneri,time to ancestor Bacillus anthracis,time to ancestor Photorhabdus laumondii,time to ancestor Halalkalibacterium halodurans,time to ancestor Klebsiella pneumoniae,time to ancestor Enterobacter,time to ancestor Yersinia pestis,time to ancestor Nostoc,time to ancestor Pan troglodytes,time to ancestor Mycoplasma pneumoniae,time to ancestor Citrobacter koseri,time to ancestor Serratia proteamaculans,time to ancestor Yarrowia lipolytica,time to ancestor Sinorhizobium fredii,time to ancestor Agrobacterium,time to ancestor Shewanella oneidensis,time to ancestor Debaryomyces hansenii,time to ancestor Treponema pallidum,time to ancestor Cronobacter sakazakii,time to ancestor Methanothermobacter thermautotrophicus,time to ancestor Listeria monocytogenes,time to ancestor Pseudomonas aeruginosa,time to ancestor Helicobacter pylori,time to ancestor Ralstonia solanacearum,time to ancestor Photobacterium profundum,time to ancestor Neisseria meningitidis,time to ancestor Mycolicibacterium smegmatis,time to ancestor Rickettsia prowazekii,time to ancestor Brucella melitensis,time to ancestor Caulobacter vibrioides,time to ancestor Aliivibrio fischeri,time to ancestor Bacillus licheniformis,time to ancestor Thermotoga maritima,time to ancestor Clostridium acetobutylicum,time to ancestor Xanthomonas campestris,time to ancestor Oceanobacillus iheyensis,time to ancestor Lactococcus lactis,time to ancestor Corynebacterium glutamicum,time to ancestor Erwinia tasmaniensis,time to ancestor Sodalis glossinidius,time to ancestor Xylella fastidiosa,time to ancestor Deinococcus radiodurans,time to ancestor Chromobacterium violaceum,time to ancestor Methanosarcina acetivorans,time to ancestor Bordetella pertussis,time to ancestor Geobacillus kaustophilus,time to ancestor Acinetobacter baylyi,time to ancestor Pyrococcus furiosus,time to ancestor Solanum lycopersicum,time to ancestor Nicotiana tabacum,time to ancestor Proteus mirabilis,time to ancestor Alkalihalobacillus clausii,time to ancestor Thermosynechococcus vestitus,time to ancestor Pyrococcus horikoshii,time to ancestor Synechococcus elongatus,time to ancestor Halobacterium salinarum,time to ancestor Saccharolobus solfataricus,time to ancestor Lactiplantibacillus plantarum,time to ancestor Cupriavidus necator,time to ancestor Campylobacter jejuni,time to ancestor Rhodopseudomonas palustris,time to ancestor Cereibacter sphaeroides,time to ancestor Enterococcus faecalis,time to ancestor Aeromonas hydrophila,time to ancestor Trichormus variabilis,time to ancestor Burkholderia mallei,time to ancestor Ovis aries,time to ancestor Methylococcus capsulatus,time to ancestor Caldanaerobacter subterraneus,time to ancestor Phytophthora infestans,time to ancestor Emiliania huxleyi,time to ancestor Paramecium tetraurelia,time to ancestor Entamoeba histolytica,time to ancestor Trichoplax adhaerens,time to ancestor Hydra vulgaris,time to ancestor Nematostella vectensis,time to ancestor Branchiostoma floridae,time to ancestor Petromyzon marinus,time to ancestor Takifugu rubripes,time to ancestor Anas platyrhynchos,time to ancestor Notamacropus eugenii,time to ancestor Felis catus,time to ancestor Aedes aegypti,time to ancestor Culex quinquefasciatus,time to ancestor Lottia gigantea,time to ancestor Brugia malayi,,UniRef90_all_counts,UniRef50_90_all_counts
45,901,Oryctolagus cuniculus (Rabbit),Oryctolagus cuniculus,Oryctolagus cuniculus,9986,,9986,Oryctolagus,Eukaryota,Animalia,Chordata,Mammalia,87 MYA,901,42632,74776,31573,6645,87,79,1530,79,1275,94,1275,686,3618,1530,1530,686,429,319,3618,87,3618,3618,352,3618,3618,94,87,1275,3618,3618,1275,3618,3618,1275,1275,1530,0,1275,3618,1275,94,1530,1530,1530,686,160,87,1530,352,686,686,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,87,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,94,3618,3618,1530,1530,1530,1530,661,685,685,581,563,429,319,160,94,686,686,686,686,,28905.07651,6431.040279
46,896,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293),Aspergillus fumigatus,Aspergillus fumigatus,746128,,746128,Aspergillus,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,1275 MYA,2886,115554,32050,9341,4440,1275,1275,1530,1275,534,1275,543,1275,3618,1530,1530,1275,1275,1275,3618,1275,3618,3618,1275,3618,3618,1275,1275,534,3618,3618,99,3618,3618,534,534,1530,1275,0,3618,321,1275,1530,1530,1530,1275,1275,1275,1530,1275,1275,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,3618,534,3618,3618,3618,534,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,1530,1530,1530,1530,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,,8806.509764,3587.145971
51,887,Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti),Rhizobium meliloti,Rhizobium meliloti,382,,266834,Rhizobium,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,954,40478,3106,2419,1101,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,67,201,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,593,1377,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,1042,1194,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,6603.120065,2620.750945
52,884,Neurospora crassa,Neurospora crassa,Neurospora crassa,5141,,5141,Neurospora,Eukaryota,Fungi,Ascomycota,Sordariomycetes,1275 MYA,960,22868,14777,10579,7027,1275,1275,1530,1275,534,1275,543,1275,3618,1530,1530,1275,1275,1275,3618,1275,3618,3618,1275,3618,3618,1275,1275,534,3618,3618,321,3618,3618,534,534,1530,1275,321,3618,0,1275,1530,1530,1530,1275,1275,1275,1530,1275,1275,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,3618,534,3618,3618,3618,534,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1275,3618,3618,1530,1530,1530,1530,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,,8064.670611,5592.060481
59,847,Canis lupus familiaris (Dog) (Canis familiaris),Canis lupus,Canis lupus,9612,,9612,Canis,Eukaryota,Animalia,Chordata,Mammalia,94 MYA,865,169177,162051,45057,8331,94,94,1530,94,1275,76,1275,686,3618,1530,1530,686,429,319,3618,94,3618,3618,352,3618,3618,76,94,1275,3618,3618,1275,3618,3618,1275,1275,1530,94,1275,3618,1275,0,1530,1530,1530,686,160,94,1530,352,686,686,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,94,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,76,3618,3618,1530,1530,1530,1530,661,685,685,581,563,429,319,160,55,686,686,686,686,,43223.11511,8401.418704
60,844,Zea mays (Maize),Zea mays,Zea mays,4577,,4577,Zea,Eukaryota,Plantae,,,1530 MYA,851,206656,174813,91310,45350,1530,1530,160,1530,1530,1530,1530,1530,3618,49,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,0,1278,1278,1530,1530,1530,936,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,160,160,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,1278,1278,1278,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,,89563.66737,44874.75896
,87,Toxoplasma gondii,Toxoplasma gondii,Toxoplasma gondii,,5811,5811,Toxoplasma,Eukaryota,Protozoa,Apicomplexa,Conoidasida,1530 MYA,87,145181,69087,21717,16099,1530,1530,1278,1530,1530,1530,1530,1530,3618,1278,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,1278,0,705,1530,1530,1530,1278,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1278,1278,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,935,1150,951,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,,22148.61966,16285.519
,420,Plasmodium falciparum,Plasmodium falciparum,Plasmodium falciparum,,5833,5833,Plasmodium,Eukaryota,Chromista,Apicomplexa,Aconoidasida,1530 MYA,436,130631,76914,34755,16763,1530,1530,1278,1530,1530,1530,1530,1530,3618,1278,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,1278,705,0,1530,1530,1530,1278,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1278,1278,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,935,1150,951,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,,35589.43905,16876.29457
,272,Anopheles gambiae (African malaria mosquito),Anopheles gambiae,Anopheles gambiae,,7165,7165,Anopheles,Eukaryota,Animalia,Arthropoda,Insecta,686 MYA,276,112632,20998,8376,4431,686,686,1530,686,1275,686,1275,727,3618,1530,1530,241,686,686,3618,686,3618,3618,686,3618,3618,686,686,1275,3618,3618,1275,3618,3618,1275,1275,1530,686,1275,3618,1275,686,1530,1530,1530,0,686,686,1530,686,610,344,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,686,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,686,3618,3618,1530,1530,1530,1530,661,685,685,686,686,686,686,686,686,108,108,610,727,,4948.280826,2345.906954
,43,Monodelphis domestica (opposum),Monodelphis domestica,Monodelphis domestica,13616,13616,13616,Monodelphis,Eukaryota,Animalia,Chordata,Mammalia,160 MYA,43,36939,76547,32238,8437,160,160,1530,160,1275,160,1275,686,3618,1530,1530,686,429,319,3618,160,3618,3618,352,3618,3618,160,160,1275,3618,3618,1275,3618,3618,1275,1275,1530,160,1275,3618,1275,160,1530,1530,1530,686,0,160,1530,352,686,686,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,160,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,160,3618,3618,1530,1530,1530,1530,661,685,685,581,563,429,319,78,160,686,686,686,686,,22243.74983,6213.485359
,282,Gorilla gorilla,Gorilla gorilla,Gorilla gorilla,9593,9593,9593,Gorilla,Eukaryota,Animalia,Chordata,Mammalia,8.6 MYA,289,62562,70532,13249,3278,8.6,87,1530,87,1275,94,1275,686,3618,1530,1530,686,429,319,3618,15.2,3618,3618,352,3618,3618,94,28.8,1275,3618,3618,1275,3618,3618,1275,1275,1530,87,1275,3618,1275,94,1530,1530,1530,686,160,0,1530,352,686,686,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,8.6,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,94,3618,3618,1530,1530,1530,1530,661,685,685,581,563,429,319,160,94,686,686,686,686,,14062.75113,4318.022405
,352,Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,3055,3055,3055,Chlamydomonas,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,1530 MYA,354,19486,19278,16499,11633,1530,1530,936,1530,1530,1530,1530,1530,3618,936,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,936,1278,1278,1530,1530,1530,0,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,936,936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,1278,1278,1278,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,,14760.52776,10533.33794
,18,Ambystoma mexicanum (Axolotl),Ambystoma mexicanum,Ambystoma mexicanum,8296,8296,8296,Ambystoma,Eukaryota,Animalia,Chordata,Amphibia,352 MYA,18,547,441,283,84,352,352,1530,352,1275,352,1275,686,3618,1530,1530,686,429,352,3618,352,3618,3618,291,3618,3618,352,352,1275,3618,3618,1275,3618,3618,1275,1275,1530,352,1275,3618,1275,352,1530,1530,1530,686,352,352,1530,0,686,686,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,352,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,352,3618,3618,1530,1530,1530,1530,661,685,685,581,563,429,352,352,352,686,686,686,686,,262.0854189,84.72328564
,4,Schmidtea mediterranea (Freshwater planarian flatworm),Schmidtea mediterranea,Schmidtea mediterranea,79327,79327,79327,Schmidtea,Eukaryota,Animalia,Platyhelminthes,Tricladida,686 MYA,4,1619,1587,1509,1197,686,686,1530,686,1275,686,1275,610,3618,1530,1530,610,686,686,3618,686,3618,3618,686,3618,3618,686,686,1275,3618,3618,1275,3618,3618,1275,1275,1530,686,1275,3618,1275,686,1530,1530,1530,610,686,686,1530,686,0,610,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,686,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,686,3618,3618,1530,1530,1530,1530,661,685,685,686,686,686,686,686,686,610,610,570,610,,1504.775646,1196.668013
,99,Apis mellifera (Honeybee),Apis mellifera,Apis mellifera,7460,7460,7460,Apis,Eukaryota,Animalia,Arthropoda,Insecta,686 MYA,101,26079,18746,9610,2536,686,686,1530,686,1275,686,1275,727,3618,1530,1530,344,686,686,3618,686,3618,3618,686,3618,3618,686,686,1275,3618,3618,1275,3618,3618,1275,1275,1530,686,1275,3618,1275,686,1530,1530,1530,344,686,686,1530,686,610,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,686,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,686,3618,3618,1530,1530,1530,1530,661,685,685,686,686,686,686,686,686,344,344,610,727,,4658.171779,1858.177159
66,814,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),Streptomyces coelicolor,Streptomyces coelicolor,1902,,1902,Streptomyces,Bacteria,,Actinomycetota,Actinomycetia,3618 MYA,835,9135,6163,3238,1594,3618,3618,3618,3618,3618,3618,3618,3618,2908,3618,3618,3618,3618,3618,1380,3618,3134,3618,3618,3134,3134,3618,3618,3618,2908,3618,3618,3134,2908,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,0,3134,4101,3134,3134,2908,3134,2908,3134,3134,3134,2908,3618,2908,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2908,3134,3134,3134,3134,3134,1380,3134,3134,3134,3134,2908,4180,2908,3134,2908,2908,1380,3134,3134,3134,2739,3134,3618,3134,2908,3134,3618,3618,3618,3134,2908,2908,3618,2908,3618,3618,2908,3134,3134,3134,3134,2908,3134,2908,3134,3618,3134,2908,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,880.9465407,405.6625496
68,803,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),Pectobacterium atrosepticum,Pectobacterium atrosepticum,29471,,29471,Pectobacterium,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,805,9444,8323,3708,973,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,0.0039,3618,3618,619,0.0039,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0,4101,619,0.0039,3134,0.0039,3134,0.0039,0.0039,0.0039,3134,3618,3134,0.0039,49,3618,2439,2439,871,3618,3000,0.0039,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,0.0039,0.0039,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,0.0039,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1508.932975,562.2203835
71,788,Aquifex aeolicus (strain VF5),Aquifex aeolicus,Aquifex aeolicus,0,224324,224324,Aquifex,Bacteria,,Aquificota,Aquificia,3618 MYA,788,3776,1620,1543,1263,3618,3618,3618,3618,3618,3618,3618,3618,4101,3618,3618,3618,3618,3618,4101,3618,4101,3618,3618,4101,4101,3618,3618,3618,4101,3618,3618,4101,4101,3618,3618,3618,3618,3618,4101,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4101,4101,0,4101,4101,4101,4101,4101,4101,4101,4101,4101,3618,4101,4101,4101,3618,4101,4101,4101,3618,4101,4101,3618,4101,4101,4101,4101,4101,4101,4101,4101,4101,4101,4101,4101,4180,4101,4101,4101,4101,4101,4101,4101,4101,4101,4101,3618,4101,4101,4101,3618,3618,3618,4101,4101,4101,3618,4101,3618,3618,4101,4101,4101,4101,4101,4101,4101,4101,4101,3618,4101,4101,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,3771.883932,1876.729473
74,770,Pasteurella multocida (strain Pm70),Pasteurella multocida,Pasteurella multocida,747,,747,Pasteurella,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,777,20098,64662,10857,5065,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,619,3618,3618,133,619,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,619,4101,0,619,3134,619,3134,619,619,619,3134,3618,3134,619,619,3618,2439,2439,871,3618,3000,619,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,619,619,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,619,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,9291.467319,4052.248051
80,760,Shigella flexneri serotype 5b (strain 8401),Shigella flexneri,Shigella flexneri,623,373384,373384,Shigella,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,2512,67164,887,143,46,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,5.00E-05,3618,3618,619,88,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,0,3134,166,3134,0.0042,0.0011,213,3134,3618,3134,102,49,3618,2439,2439,871,3618,3000,102,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,0.0034,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,166,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,8583.988823,3672.230337
83,757,Bacillus anthracis,Bacillus anthracis,Bacillus anthracis,1392,,1392,Bacillus,Bacteria,,Bacillota,Bacilli,3618 MYA,3983,181089,41475,6187,2825,3618,3618,3618,3618,3618,3618,3618,3618,790,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1429,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,0,3134,1382,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1294,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,790,4180,2607,3134,1382,1810,2908,3134,3134,3134,2908,3134,3618,3134,790,3134,3618,3618,3618,3134,1382,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,4000.550071,1959.964262
86,749,Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01),Photorhabdus laumondii,Photorhabdus laumondii,0,243265,243265,Photorhabdus,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,749,29967,2038,1343,464,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,166,3618,3618,619,166,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,166,3134,0,3134,166,166,213,3134,3618,3134,166,49,3618,2439,2439,871,3618,3000,166,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,166,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,0.0033,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,2533.015511,995.1308387
